district,school_name,project_#,description,fy_constr_start,total
30,P.S. 92 - Queens,DSF0000687134,State of Good Repair - System Replacements - Exterior Masonry,2010,1150835
30,P.S. 92 - Queens,DSF0000688415,State of Good Repair - System Replacements - Parapets,2010,248280
30,P.S. 92 - Queens,DSF0000732191,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,1549926
30,PS 150 ANNEX - Queens,DSF0000775418,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,938420
33Q,SCHOOL SAFETY PARKING LOT - Queens,DSF0000418312,Ancillary Facilities - Administrative Support - Administrative Support,2011,4173237
33Q,OSSS / DSF - Queens,DSF0000411715,Ancillary Facilities - Administrative Support - Administrative Support,2010,4497309
33Q,OSSS / DSF - Queens,DSF0000623263,Ancillary Facilities - Administrative Support - Administrative Support,2010,4714634
33Q,OSSS / DSF - Queens,DSF0000688160,Safety and Security - Safety and Security - School Safety,2013,1750113
33Q,OSSS / DSF - Queens,DSF0000731466,State of Good Repair - System Replacements - Roofs,2013,4099958
33Q,OSSS / DSF - Queens,DSF0000752835,State of Good Repair - System Replacements - Parapets,2013,608614
33Q,NYC SCHOOL CONSTR. AUTHORITY - Queens,DSF0000800103,Emergency Unspecified and Misc. - Prior Plan Completion Cost - Prior Plan Completion,2014,45992
75Q,P.S. 9 (W REED SCHOOL) - Queens,DSF0000710332,Educational Enhancements - Educational Enhancements - Room,2011,1043579
75Q,P.S. 75 (R PEARY SCHOOL) - Queens,DSF0000611559,State of Good Repair - System Replacements - Exterior Masonry,2010,616156
75Q,P.S. 752 (OLD J142) - Queens,DSF0000709464,State of Good Repair - Building Upgrade - Elevators and Escalators,2013,166906
75Q,P.S. 752 (OLD J142) - Queens,DSF0000732190,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,806357
75Q,P.S. 177 - Queens,DSF0000613194,State of Good Repair - Building Upgrade - Flood Elimination,2010,1043506
75Q,P.S. 811 (OLD 187) - Queens,DSF0000411790,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2011,800658
75Q,P.S. 811 (OLD 187) - Queens,DSF0000680484,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,806381
75Q,P.S. 256 ANNEX - Queens,DSF0000622675,Exterior Masonry,2010,6982643
75Q,P.S. 256 ANNEX - Queens,DSF0000622676,Windows,2010,1385902
75Q,P.S. 256 ANNEX - Queens,DSF0000777714,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,795897
75Q,P.S. 256 ANNEX - Queens,SCA0000028080,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,936009
75Q,P.S. 233 MINISCHOOL2 (OLD P752) - Queens,DSF0000746533,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,237347
75Q,P.S. 233 MINISCHOOL2 (OLD P752) - Queens,DSF0000752421,State of Good Repair - System Replacements - Roofs,2014,2874621
75Q,P.S. 233 MINISCHOOL2 (OLD P752) - Queens,DSF0000769476,State of Good Repair - System Replacements - Exterior Masonry,2014,1382836
75Q,P.S. 233 MINISCHOOL2 (OLD P752) - Queens,DSF0000775632,State of Good Repair - System Replacements - Windows,2014,378202
78Q,FRANKLIN K. LANE HS - Queens,DSF0000710072,Educational Enhancements - Educational Enhancements - Room,2011,250489
78Q,QUEENS ACADEMY HS - Queens,DSF0000610756,State of Good Repair - System Replacements - Floors,2010,563606
78Q,QUEENS ACADEMY HS - Queens,DSF0000742419,State of Good Repair - System Replacements - Toilets-Students,2014,1494361
78Q,AUGUST MARTIN HS - Queens,DSF0000745728,State of Good Repair - System Replacements - Roofs,2014,5327969
78Q,AUGUST MARTIN HS - Queens,DSF0000745729,State of Good Repair - System Replacements - Parapets,2014,8135363
78Q,AUGUST MARTIN HS - Queens,DSF0000745730,State of Good Repair - System Replacements - Exterior Masonry,2014,3428817
78Q,AUGUST MARTIN HS - Queens,DSF0000775831,Educational Enhancements - Educational Enhancements - School Improvement and,2014,1407119
78Q,AUGUST MARTIN HS AF - Queens,DSF0000679744,State of Good Repair - Building Upgrade - Reinforcing Support Elements,2014,2722161
78Q,BAYSIDE HS - Queens,DSF0000687333,Educational Enhancements - Educational Enhancements - Room,2010,144531
78Q,BAYSIDE HS - Queens,DSF0000724424,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,1286336
78Q,BAYSIDE HS - Queens,DSF0000745753,State of Good Repair - System Replacements - Roofs,2014,4512725
78Q,BAYSIDE HS - Queens,DSF0000745754,State of Good Repair - System Replacements - Parapets,2014,5458895
78Q,BAYSIDE HS - Queens,DSF0000768667,State of Good Repair - Rehabilitation of Physical Education Facilities - Swimming Pools,2014,4478395
78Q,BAYSIDE HS - Queens,DSF0000768670,State of Good Repair - System Replacements - Exterior Masonry,2014,9481427
78Q,BAYSIDE HS - Queens,DSF0000768677,State of Good Repair - System Replacements - Paved Area-Concrete,2014,3162936
78Q,BEACH CHANNEL EDUCATIONAL CAMPUS - Queens,DSF0000411279,State of Good Repair - System Replacements - Paved Area-Concrete,2010,8257090
78Q,BEACH CHANNEL EDUCATIONAL CAMPUS - Queens,DSF0000411280,State of Good Repair - System Replacements - Fencing,2010,410735
78Q,BEACH CHANNEL EDUCATIONAL CAMPUS - Queens,DSF0000745774,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,7181087
78Q,BEACH CHANNEL EDUCATIONAL CAMPUS - Queens,DSF0000768689,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,4549060
78Q,BEACH CHANNEL HS AF - Queens,DSF0000791472,State of Good Repair - Rehabilitation of Physical Education Facilities - Athletic Fields,2014,4261853
78Q,BEACH CHANNEL HS AF - Queens,DSF0000799463,State of Good Repair - Rehabilitation of Physical Education Facilities - Athletic Fields,2014,3840122
78Q,SPRINGFIELD GARDENS HS - Queens,DSF0000687147,Educational Enhancements - Educational Enhancements - School Improvement and,2010,2484488
78Q,FRANCIS LEWIS HS - Queens,DSF0000679887,State of Good Repair - Building Upgrade - Flood Elimination,2011,1298222
78Q,FRANCIS LEWIS HS - Queens,DSF0000679895,State of Good Repair - System Replacements - Paved Area-Concrete,2011,1616403
78Q,FRANCIS LEWIS HS - Queens,DSF0000679896,State of Good Repair - System Replacements - Fencing,2011,720702
78Q,FOREST HILLS HS - Queens,DSF0000614358,State of Good Repair - System Replacements - Paved Area-Concrete,2011,6450885
78Q,FOREST HILLS HS - Queens,DSF0000791601,Safety and Security - Safety and Security - Safety Systems,2014,335190
78Q,FOREST HILLS HS - Queens,SCA0000021454,State of Good Repair - System Replacements - Exterior Masonry,2013,7474783
78Q,FOREST HILLS HS AF - Queens,SCA0000019773,State of Good Repair - System Replacements - Paved Area-Concrete,2014,10481916
78Q,WILLIAM C. BRYANT HS - Queens,DSF0000724610,State of Good Repair - System Replacements - Parapets,2012,5529308
78Q,WILLIAM C. BRYANT HS - Queens,DSF0000745945,State of Good Repair - System Replacements - Roofs,2012,3173054
78Q,WILLIAM C. BRYANT HS - Queens,DSF0000745947,State of Good Repair - System Replacements - Exterior Masonry,2012,4680897
78Q,WILLIAM C. BRYANT HS - Queens,DSF0000768845,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,4005267
78Q,NEWCOMERS HIGH SCHOOL (OLD LIC) - Queens,DSF0000614401,State of Good Repair - Building Upgrade - Reinforcing Cinder Concrete Slabs,2010,1306228
78Q,NEWCOMERS HIGH SCHOOL (OLD LIC) - Queens,DSF0000703317,State of Good Repair - Building Upgrade - Flood Elimination,2011,1043487
78Q,NEWCOMERS HIGH SCHOOL (OLD LIC) - Queens,DSF0000703319,State of Good Repair - System Replacements - Parapets,2011,707706
78Q,NEWCOMERS HIGH SCHOOL (OLD LIC) - Queens,DSF0000703320,State of Good Repair - System Replacements - Exterior Masonry,2011,7546101
78Q,LONG ISLAND CITY HS (NEW) - Queens,DSF0000680016,State of Good Repair - Building Upgrade - Flood Elimination,2013,875467
78Q,LONG ISLAND CITY HS (NEW) - Queens,DSF0000768907,State of Good Repair - System Replacements - Heating Plant Upgrade,2013,112532
78Q,LONG ISLAND CITY HS AF - Queens,DSF0000751972,State of Good Repair - Rehabilitation of Physical Education Facilities - Athletic Fields,2013,5074619
78Q,NEWTOWN HS - Queens,DSF0000411445,State of Good Repair - System Replacements - Domestic Piping,2010,3548503
78Q,NEWTOWN HS - Queens,DSF0000424291,Safety and Security - Safety and Security - Code Compliance,2010,1410961
78Q,NEWTOWN HS - Queens,DSF0000614459,State of Good Repair - System Replacements - Auditorium Upgrade,2010,2000457
78Q,NEWTOWN HS - Queens,DSF0000680042,State of Good Repair - System Replacements - Floors,2011,3621583
78Q,NEWTOWN HS - Queens,DSF0000724672,State of Good Repair - Building Upgrade - Reinforcing Cinder Concrete Slabs,2013,691451
78Q,HS FOR ARTS AND BUS. (OL NUTN X) - Queens,DSF0000710114,State of Good Repair - System Replacements - Windows,2011,1194883
78Q,FLUSHING HS - Queens,DSF0000775974,Educational Enhancements - Educational Enhancements - School Improvement and,2013,1271483
78Q,FLUSHING HS AF (LEVITTS FIELD) - Queens,DSF0000614511,State of Good Repair - Rehabilitation of Physical Education Facilities - Athletic Fields,2010,5472154
78Q,FAR ROCKAWAY HS - Queens,DSF0000687149,Educational Enhancements - Educational Enhancements - School Improvement and,2010,1657203
78Q,FAR ROCKAWAY HS - Queens,DSF0000746081,State of Good Repair - System Replacements - Auditorium Upgrade,2013,2108834
78Q,JAMAICA HS - Queens,DSF0000614531,State of Good Repair - Building Upgrade - Climate Control,2011,3384460
78Q,JAMAICA HS - Queens,DSF0000614539,State of Good Repair - Building Upgrade - Boiler Conversion,2011,8729220
78Q,JAMAICA HS - Queens,DSF0000746096,State of Good Repair - System Replacements - Windows,2014,2983622
78Q,JAMAICA HS - Queens,DSF0000752390,Educational Enhancements - Educational Enhancements - School Improvement and,2013,1192619
78Q,JAMAICA HS - Queens,DSF0000753065,Educational Enhancements - Educational Enhancements - Room,2013,1204525
78Q,JAMAICA HS - Queens,DSF0000775966,State of Good Repair - Building Upgrade - Flood Elimination,2014,430945
78Q,JAMAICA HS - Queens,DSF0000775967,State of Good Repair - System Replacements - Parapets,2014,7856116
78Q,JAMAICA HS - Queens,SCA0000020253,State of Good Repair - System Replacements - Exterior Masonry,2014,12282197
78Q,JAMAICA HS AF - Queens,DSF0000752423,State of Good Repair - System Replacements - Paved Area-Concrete,2014,2516529
78Q,RICHMOND HILL HS - Queens,DSF0000680157,State of Good Repair - System Replacements - Windows,2011,4623767
78Q,RICHMOND HILL HS - Queens,DSF0000680158,State of Good Repair - System Replacements - Exterior Masonry,2011,4745051
78Q,RICHMOND HILL HS - Queens,DSF0000710017,State of Good Repair - System Replacements - Roofs,2011,1815941
78Q,JOHN ADAMS HS - Queens,DSF0000411546,State of Good Repair - System Replacements - Exterior Masonry,2012,2270204
78Q,JOHN ADAMS HS - Queens,DSF0000680189,State of Good Repair - System Replacements - Paved Area-Concrete,2012,1534106
78Q,JOHN ADAMS HS - Queens,DSF0000688175,State of Good Repair - System Replacements - Parapets,2012,427694
78Q,JOHN ADAMS HS - Queens,DSF0000775809,Educational Enhancements - Educational Enhancements - Room,2014,685701
78Q,GROVER CLEVELAND HS - Queens,DSF0000703528,State of Good Repair - System Replacements - Paved Area-Concrete,2011,6143223
78Q,GROVER CLEVELAND HS - Queens,DSF0000710120,State of Good Repair - System Replacements - Exterior Masonry,2011,1221839
78Q,CLEVELAND HS AF NO. 1 - Queens,DSF0000731465,State of Good Repair - System Replacements - Paved Area-Blacktop,2011,2417143
78Q,CAMPUS MAGNET HS (JACKSON) - Queens,DSF0000680243,Safety and Security - Safety and Security - Safety Systems,2011,167075
78Q,CAMPUS MAGNET HS (JACKSON) - Queens,DSF0000710271,Educational Enhancements - Educational Enhancements - School Improvement and,2011,767793
78Q,CAMPUS MAGNET HS (JACKSON) - Queens,DSF0000730932,Educational Enhancements - Educational Enhancements - Room,2011,142455
78Q,CAMPUS MAGNET HS (JACKSON) - Queens,DSF0000730941,Educational Enhancements - Educational Enhancements - Room,2011,613068
78Q,CAMPUS MAGNET HS (JACKSON) - Queens,DSF0000769102,State of Good Repair - Building Upgrade - Flood Elimination,2014,692880
78Q,CAMPUS MAGNET HS (JACKSON) - Queens,DSF0000769104,State of Good Repair - System Replacements - Roofs,2014,4313295
78Q,CAMPUS MAGNET HS (JACKSON) - Queens,DSF0000769105,State of Good Repair - System Replacements - Parapets,2014,10032011
78Q,CAMPUS MAGNET HS (JACKSON) - Queens,DSF0000769106,State of Good Repair - System Replacements - Windows,2014,594882
78Q,CAMPUS MAGNET HS (JACKSON) - Queens,SCA0000021733,State of Good Repair - System Replacements - Exterior Masonry,2014,9504577
78Q,HILLCREST HS - Queens,DSF0000732192,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,1821695
78Q,TOWNSEND HARRIS HS - Queens,DSF0000753046,State of Good Repair - System Replacements - Roofs,2014,2173619
78Q,TOWNSEND HARRIS HS - Queens,DSF0000754558,State of Good Repair - Building Upgrade - Air Conditioning Retrofit,2013,91304
78Q,QNS HS OF TEACH. LIB. ARTS&SCI - Queens,DSF0000687170,Paved Area-Concrete,2010,12329736
78Q,QNS HS OF TEACH. LIB. ARTS&SCI - Queens,DSF0000731331,State of Good Repair - System Replacements - Electrical Systems,2012,1180658
78Q,QUEENS VOC HS - Queens,DSF0000731152,Exterior Masonry,2013,2867634
78Q,THOMAS A. EDISON VOC HS - Queens,DSF0000724990,State of Good Repair - System Replacements - Paved Area-Concrete,2012,242507
78Q,THOMAS A. EDISON VOC HS - Queens,DSF0000769214,State of Good Repair - System Replacements - Heating Plant Upgrade,2014,200000
78Q,THOMAS A. EDISON VOC HS - Queens,DSF0000769215,State of Good Repair - System Replacements - Domestic Piping,2014,678913
78Q,R. F. KENNEDY COMM. MIDDLE/HS - Queens,DSF0000687233,State of Good Repair - System Replacements - Kitchen Areas,2010,17517
78Q,ELMHURST EDUCATIONAL CAMPUS - Queens,DSF0000688295,Safety and Security - Safety and Security - Code Compliance,2010,1028812
78Q,NORTH QUEENS COMMUNITY HS - Queens,DSF0000775471,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,667618
78Q,REGION 3 / ROC C - Queens,DSF0000792175,State of Good Repair - System Replacements - Exterior Masonry,2014,89523
78Q,R. F. WAGNER SEC SCL ARTS & TECH - Queens,DSF0000731522,Educational Enhancements - Educational Enhancements - Room,2014,385308
78Q,R. F. WAGNER SEC SCL ARTS & TECH - Queens,DSF0000746568,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,841598
31,I.S. 2 - Staten Island,DSF0000710967,State of Good Repair - System Replacements - Exterior Masonry,2012,1047027
31,I.S. 2 - Staten Island,DSF0000725264,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,1128390
31,I.S. 2 - Staten Island,DSF0000752899,State of Good Repair - System Replacements - Gymnasium Upgrade,2013,935185
31,I.S. 2 - Staten Island,DSF0000753030,Educational Enhancements - Educational Enhancements - Room,2013,1030318
31,P.S. 3 - Staten Island,DSF0000680733,State of Good Repair - System Replacements - Windows,2012,2951784
31,P.S. 3 - Staten Island,DSF0000725284,State of Good Repair - System Replacements - Exterior Masonry,2012,906076
31,P.S. 3 - Staten Island,DSF0000731180,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2011,214500
31,P.S. 3 - Staten Island,DSF0000752367,State of Good Repair - System Replacements - Roofs,2012,2547246
31,P.S. 3 - Staten Island,DSF0000754374,Educational Enhancements - Educational Enhancements - Room,2013,288539
31,P.S. 4 - Staten Island,DSF0000622596,State of Good Repair - Building Upgrade - Flood Elimination,2010,703134
31,P.S. 4 - Staten Island,DSF0000680751,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2011,780866
31,P.S. 4 - Staten Island,DSF0000746636,State of Good Repair - System Replacements - Windows,2013,3943506
