borough,buildingid,actualestcompletion,constrstart,designstart,forecastcapacity,fundingreqd,location,neededtocomplete,previousappropriations,projectid,totalestcost,district,schoolname,description,type,source,geom
Manhattan,M510,,,,,,,,,DSF0000822657,"205,521",78M,FORSYTH HS (AUXSVC-OLD 91),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D1CE6916687F52C05C5A0D897B5C4440
Manhattan,M510,,,,,,,,,DSF0000866124,"77,690",78M,FORSYTH HS (AUXSVC-OLD 91),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D1CE6916687F52C05C5A0D897B5C4440
Manhattan,M510,,,,,,,,,DSF0000822064,"239,755",78M,FORSYTH HS (AUXSVC-OLD 91),New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000D1CE6916687F52C05C5A0D897B5C4440
Manhattan,M022,,,,,,,,,DSF0000867124,"299,180",1,N.E.S.T (OLD J22),New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000842D76FBAC7E52C0042159C0045C4440
Manhattan,M022,,,,,,,,,DSF0000866864,"6,000",1,N.E.S.T (OLD J22),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000842D76FBAC7E52C0042159C0045C4440
Manhattan,M097,,,,,,,,,DSF0000798565,"2,290,521",78M,BARD COLLEGE HS (OLD M097),State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007D5D86FF747E52C013F06B24095C4440
Manhattan,M097,,,,,,,,,DSF0000808949,"2,747,744",78M,BARD COLLEGE HS (OLD M097),State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007D5D86FF747E52C013F06B24095C4440
Manhattan,M097,,,,,,,,,DSF0000808951,"1,405,464",78M,BARD COLLEGE HS (OLD M097),State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007D5D86FF747E52C013F06B24095C4440
Manhattan,M097,,,,,,,,,DSF0000808952,"1,174,459",78M,BARD COLLEGE HS (OLD M097),State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007D5D86FF747E52C013F06B24095C4440
Manhattan,M097,,,,,,,,,DSF0000808955,"101,351",78M,BARD COLLEGE HS (OLD M097),State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007D5D86FF747E52C013F06B24095C4440
Manhattan,M097,,,,,,,,,DSF0000798378,"853,975",78M,BARD COLLEGE HS (OLD M097),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007D5D86FF747E52C013F06B24095C4440
Manhattan,M097,,,,,,,,,DSF0000821636,"2,595,695",78M,BARD COLLEGE HS (OLD M097),State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007D5D86FF747E52C013F06B24095C4440
Manhattan,M097,,,,,,,,,DSF0000776054,"494,818",78M,BARD COLLEGE HS (OLD M097),IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E61000007D5D86FF747E52C013F06B24095C4440
Manhattan,M001,,,,,,,,,DSF0000775641,"671,647",2,P.S. 1,State of Good Repair - System Replacements - Domestic Piping,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AA471ADCD67F52C0D0F23CB83B5B4440
Manhattan,M001,,,,,,,,,DSF0000784587,"273,136",2,P.S. 1,State of Good Repair - System Replacements - Kitchen Areas,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AA471ADCD67F52C0D0F23CB83B5B4440
Manhattan,M001,,,,,,,,,DSF0000761938,"1,296,992",2,P.S. 1,State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AA471ADCD67F52C0D0F23CB83B5B4440
Manhattan,M001,,,,,,,,,DSF0000784576,"761,353",2,P.S. 1,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AA471ADCD67F52C0D0F23CB83B5B4440
Manhattan,M001,,,,,,,,,DSF0000866861,"12,000",2,P.S. 1,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AA471ADCD67F52C0D0F23CB83B5B4440
Manhattan,M001,,,,,,,,,DSF0000807952,"101,351",2,P.S. 1,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AA471ADCD67F52C0D0F23CB83B5B4440
Manhattan,M002,,,,,,,,,DSF0000807970,"50,675",2,P.S. 2,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F50F2219727F52C0560F98874C5B4440
Manhattan,M002,,,,,,,,,DSF0000799701,"221,955",2,P.S. 2,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F50F2219727F52C0560F98874C5B4440
Manhattan,M003,,,,,,,,,DSF0000799772,"89,565",2,P.S. 3,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000004DA25EF0698052C0A723809BC55D4440
Manhattan,M003,,,,,,,,,DSF0000807990,"50,675",2,P.S. 3,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000004DA25EF0698052C0A723809BC55D4440
Manhattan,M006,,,,,,,,,DSF0000821593,"754,219",2,P.S. 6,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E4F560527C7D52C04C8E3BA583634440
Manhattan,M006,,,,,,,,,DSF0000865907,"167,932",2,P.S. 6,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000E4F560527C7D52C04C8E3BA583634440
Manhattan,M011,,,,,,,,,DSF0000821721,"378,884",2,P.S. 11,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000075AE2825048052C0B8E7F9D3465F4440
Manhattan,M011,,,,,,,,,DSF0000866862,"6,000",2,P.S. 11,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000075AE2825048052C0B8E7F9D3465F4440
Manhattan,M011,,,,,,,,,DSF0000874873,"62,316",2,P.S. 11,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000075AE2825048052C0B8E7F9D3465F4440
Manhattan,M011,,,,,,,,,DSF0000762105,"1,934,193",2,P.S. 11,State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000075AE2825048052C0B8E7F9D3465F4440
Manhattan,M033,,,,,,,,,DSF0000784943,"153,344",2,P.S. 33,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F1643733FA7F52C0FC53AA44D95F4440
Manhattan,M033,,,,,,,,,DSF0000866867,"9,000",2,P.S. 33,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F1643733FA7F52C0FC53AA44D95F4440
Manhattan,M033,,,,,,,,,DSF0000808310,"669,347",2,P.S. 33,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F1643733FA7F52C0FC53AA44D95F4440
Manhattan,M033,,,,,,,,,DSF0000799808,"168,763",2,P.S. 33,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F1643733FA7F52C0FC53AA44D95F4440
Manhattan,M040,,,,,,,,,DSF0000822045,"201,694",2,P.S. 40,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E61000007F32C687D97E52C0B72572C1195E4440
Manhattan,M040,,,,,,,,,DSF0000798365,"840,815",2,P.S. 40,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007F32C687D97E52C0B72572C1195E4440
Manhattan,M040,,,,,,,,,DSF0000865995,"170,000",2,P.S. 40,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007F32C687D97E52C0B72572C1195E4440
Manhattan,M041,,,,,,,,,DSF0000897983,2518239,02,P.S. 41,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000A376BF0AF07F52C0E4F6CB272B5E4440
Manhattan,M041,,,,,,,,,DSF0000897985,3530306,02,P.S. 41,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000A376BF0AF07F52C0E4F6CB272B5E4440
Manhattan,M041,,,,,,,,,DSF0000897984,1982307,02,P.S. 41,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000A376BF0AF07F52C0E4F6CB272B5E4440
Manhattan,M041,,,,,,,,,DSF0000808375,"101,351",2,P.S. 41,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000A376BF0AF07F52C0E4F6CB272B5E4440
Manhattan,M042,,,,,,,,,DSF0000898003,2089949,02,P.S. 42,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000046B1DCD26A7F52C07D0569C6A25B4440
Manhattan,M042,,,,,,,,,DSF0000898005,4556256,02,P.S. 42,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000046B1DCD26A7F52C07D0569C6A25B4440
Manhattan,M042,,,,,,,,,DSF0000898004,7952320,02,P.S. 42,State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000046B1DCD26A7F52C07D0569C6A25B4440
Manhattan,M042,,,,,,,,,DSF0000898000,1207613,02,P.S. 42,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000046B1DCD26A7F52C07D0569C6A25B4440
Manhattan,M042,,,,,,,,,DSF0000898002,1510944,02,P.S. 42,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000046B1DCD26A7F52C07D0569C6A25B4440
Manhattan,M042,,,,,,,,,DSF0000865996,"340,000",2,P.S. 42,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000046B1DCD26A7F52C07D0569C6A25B4440
Manhattan,M042,,,,,,,,,DSF0000808393,"156,560",2,P.S. 42,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000046B1DCD26A7F52C07D0569C6A25B4440
Manhattan,M042,,,,,,,,,DSF0000866869,"3,000",2,P.S. 42,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000046B1DCD26A7F52C07D0569C6A25B4440
Manhattan,M042,,,,,,,,,DSF0000822065,"240,989",2,P.S. 42,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E610000046B1DCD26A7F52C07D0569C6A25B4440
Manhattan,M047,,,,,,,,,SCA0000030133,"1,641,924",2,J.H.S. 47 (SCH FOR THE DEAF),State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000ABB2EF8AE07E52C05B43A9BD885E4440
Manhattan,M047,,,,,,,,,DSF0000808489,"150,000",2,J.H.S. 47 (SCH FOR THE DEAF),State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000ABB2EF8AE07E52C05B43A9BD885E4440
Manhattan,M047,,,,,,,,,DSF0000776051,"784,218",2,J.H.S. 47 (SCH FOR THE DEAF),IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000ABB2EF8AE07E52C05B43A9BD885E4440
Queens,Q117,,,,,,,,,DSF0000868098,"400,000",28,P.S. 117,IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E61000007CD6355A0E7452C06C5CFFAECF5A4440
Manhattan,M047,,,,,,,,,DSF0000785113,"1,598,040",2,J.H.S. 47 (SCH FOR THE DEAF),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000ABB2EF8AE07E52C05B43A9BD885E4440
Manhattan,M047,,,,,,,,,DSF0000801088,"1,030,091",2,J.H.S. 47 (SCH FOR THE DEAF),State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000ABB2EF8AE07E52C05B43A9BD885E4440
Manhattan,M047,,,,,,,,,DSF0000823645,"101,351",2,J.H.S. 47 (SCH FOR THE DEAF),State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000ABB2EF8AE07E52C05B43A9BD885E4440
Manhattan,M047,,,,,,,,,DSF0000785119,"554,559",2,J.H.S. 47 (SCH FOR THE DEAF),State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000ABB2EF8AE07E52C05B43A9BD885E4440
Manhattan,M488,,,,,,,,,DSF0000844704,"191,152",78M,MIDTOWN EAST CAMPUS,Educational Enhancements - Educational Enhancements - Accessibility,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000F56569A7E67D52C053E8BCC62E614440
Manhattan,M488,,,,,,,,,DSF0000799890,"115,145",78M,MIDTOWN EAST CAMPUS,IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000F56569A7E67D52C053E8BCC62E614440
Manhattan,M198,,,,,,,,,DSF0000764140,"1,183,700",2,P.S. 198,State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000003B376DC67C52C07786A92D75644440
Manhattan,M198,,,,,,,,,DSF0000786769,"207,965",2,P.S. 198,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000003B376DC67C52C07786A92D75644440
Bronx,X108,,,,,,,,,DSF0000867107,"180,501",11,P.S. 108,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E61000001C446B459B7652C03C855CA9676D4440
Manhattan,M198,,,,,,,,,DSF0000786770,"7,982,253",2,P.S. 198,State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000003B376DC67C52C07786A92D75644440
Manhattan,M198,,,,,,,,,DSF0000786768,"396,948",2,P.S. 198,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000003B376DC67C52C07786A92D75644440
Manhattan,M198,,,,,,,,,DSF0000775602,"4,036,013",2,P.S. 198,State of Good Repair - Building Upgrade - Boiler Conversion,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000003B376DC67C52C07786A92D75644440
Manhattan,M089,,,,,,,,,DSF0000823574,"69,723",2,P.S./I.S. 89,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D6C743DFDD8052C07C0BEBC6BB5B4440
Manhattan,M089,,,,,,,,,DSF0000842684,"192,125",2,P.S./I.S. 89,State of Good Repair - System Replacements - Gymnasium Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D6C743DFDD8052C07C0BEBC6BB5B4440
Manhattan,M089,,,,,,,,,DSF0000799812,"55,663",2,P.S./I.S. 89,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D6C743DFDD8052C07C0BEBC6BB5B4440
Manhattan,M104,,,,,,,,,DSF0000785700,"1,425,984",2,I.S. 104,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006D59BE2EC37E52C013640454385E4440
Manhattan,M104,,,,,,,,,DSF0000866001,"170,000",2,I.S. 104,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006D59BE2EC37E52C013640454385E4440
Manhattan,M104,,,,,,,,,DSF0000785705,"60,615",2,I.S. 104,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006D59BE2EC37E52C013640454385E4440
Manhattan,M111,,,,,,,,,DSF0000809099,"113,785",2,P.S. 111,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000016A243E0487F52C0EA5C514A08624440
Manhattan,M116,,,,,,,,,DSF0000776204,"1,485,935",2,P.S. 116,State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000070ECD973997E52C0B66801DA565F4440
Manhattan,M116,,,,,,,,,DSF0000799583,"155,617",2,P.S. 116,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000070ECD973997E52C0B66801DA565F4440
Manhattan,M116,,,,,,,,,DSF0000775600,"3,946,876",2,P.S. 116,State of Good Repair - Building Upgrade - Boiler Conversion,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000070ECD973997E52C0B66801DA565F4440
Manhattan,M116,,,,,,,,,DSF0000866004,"170,000",2,P.S. 116,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000070ECD973997E52C0B66801DA565F4440
Manhattan,M124,,,,,,,,,DSF0000831317,"74,283",2,P.S. 124 (ECF),"State of Good Repair - System Replacements - Domestic Piping
Waste System",State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002F6B6281AF7F52C0A0E238F06A5B4440
Manhattan,M124,,,,,,,,,DSF0000776056,"641,978",2,P.S. 124 (ECF),IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E61000002F6B6281AF7F52C0A0E238F06A5B4440
Manhattan,M124,,,,,,,,,DSF0000785900,"1,443,727",2,P.S. 124 (ECF),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002F6B6281AF7F52C0A0E238F06A5B4440
Manhattan,M126,,,,,,,,,DSF0000843773,"35,401",2,P.S. 126,State of Good Repair - System Replacements - Domestic Piping,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000081CB63CDC87F52C0CEA8F92AF95A4440
Manhattan,M126,,,,,,,,,DSF0000866884,"3,000",2,P.S. 126,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000081CB63CDC87F52C0CEA8F92AF95A4440
Manhattan,M130,,,,,,,,,DSF0000799814,"225,557",2,P.S. 130,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005A457F68E67F52C086FF7403055C4440
Manhattan,M130,,,,,,,,,DSF0000867088,"188,288",2,P.S. 130,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E61000005A457F68E67F52C086FF7403055C4440
Manhattan,M130,,,,,,,,,DSF0000786009,"1,465,321",2,P.S. 130,State of Good Repair - Building Upgrade - Reinforcing Support Elements,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005A457F68E67F52C086FF7403055C4440
Manhattan,M131,,,,,,,,,DSF0000786035,"78,698",2,I.S. 131,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D57ABFD18E7F52C0E36C3A02B85B4440
Manhattan,M131,,,,,,,,,DSF0000777497,"89,370",2,I.S. 131,Safety and Security - Safety and Security - Emergency Lighting and Fire Safety Retrofits,Safety and Security ,sca_cp_programs_FY2015-19,0101000020E6100000D57ABFD18E7F52C0E36C3A02B85B4440
Manhattan,M520,,,,,,,,,DSF0000810567,"8,151,310",78M,MURRY BERGTRAUM HS (ECF),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Science Lab Upgrades",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000CF4A5AF10D8052C01B800D88105B4440
Manhattan,M520,,,,,,,,,DSF0000832617,"717,588",78M,MURRY BERGTRAUM HS (ECF),State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000CF4A5AF10D8052C01B800D88105B4440
Manhattan,M520,,,,,,,,,DSF0000821817,"1,248,635",78M,MURRY BERGTRAUM HS (ECF),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000CF4A5AF10D8052C01B800D88105B4440
Manhattan,M520,,,,,,,,,DSF0000821819,"999,107",78M,MURRY BERGTRAUM HS (ECF),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000CF4A5AF10D8052C01B800D88105B4440
