district,schoolname,project#,description,fyconstrstart,total,buildingid,geom,facuid,cd
78X,GRACE H. DODGE VOC HS - Bronx,DSF0000774576,State of Good Repair - System Replacements - Heating Plant Upgrade,2013,88409,X660,0101000020E610000004F809F77A7852C0362224C2786D4440,12390,206
78X,GRACE H. DODGE VOC HS - Bronx,DSF0000753053,Educational Enhancements - Educational Enhancements - Room,2013,151273,X660,0101000020E610000004F809F77A7852C0362224C2786D4440,12390,206
78X,GRACE H. DODGE VOC HS - Bronx,DSF0000752397,Educational Enhancements - Educational Enhancements - Room,2013,334100,X660,0101000020E610000004F809F77A7852C0362224C2786D4440,12390,206
78X,GRACE H. DODGE VOC HS - Bronx,DSF0000752366,Educational Enhancements - Educational Enhancements - Room,2013,199925,X660,0101000020E610000004F809F77A7852C0362224C2786D4440,12390,206
78X,GRACE H. DODGE VOC HS - Bronx,DSF0000752365,Educational Enhancements - Educational Enhancements - Room,2013,543292,X660,0101000020E610000004F809F77A7852C0362224C2786D4440,12390,206
78X,GRACE H. DODGE VOC HS - Bronx,DSF0000751613,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,1918873,X660,0101000020E610000004F809F77A7852C0362224C2786D4440,12390,206
78K,GRAND STREET CAMPUS (OLD E.D.HS) - Brooklyn,DSF0000671443,State of Good Repair - System Replacements - Paved Area-Blacktop,2010,653855,K450,0101000020E6100000B5871DFA1C7C52C0CEBC12CB195B4440,12390,301
78K,GRAND STREET CAMPUS (OLD E.D.HS) - Brooklyn,DSF0000775794,Educational Enhancements - Educational Enhancements - Room,2013,242524,K450,0101000020E6100000B5871DFA1C7C52C0CEBC12CB195B4440,12390,301
78K,HARRY VANARSDALE VOC HS(WHITNEY) - Brooklyn,DSF0000783987,State of Good Repair - System Replacements - Auditorium Upgrade,2014,117446,K650,0101000020E6100000A66E60B11C7D52C08B56E16F965B4440,12390,301
78X,HEALTH OPPORTUNITIES HS - Bronx,DSF0000731015,Educational Enhancements - Educational Enhancements - Room,2012,2760684,X884,0101000020E6100000D4EEC3CE847B52C0D7A4C8BD6B684440,12390,201
78M,HEALTH PROFESSIONS HS (OL STY) - Manhattan,DSF0000720265,State of Good Repair - System Replacements - Floors,2013,1403187,M475,0101000020E610000041DCBBA3E27E52C01BE116FEC75D4440,12390,106
78M,HEALTH PROFESSIONS HS (OL STY) - Manhattan,DSF0000675322,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2010,459968,M475,0101000020E610000041DCBBA3E27E52C01BE116FEC75D4440,12390,106
78X,HERBERT H. LEHMAN HS - Bronx,DSF0000687189,State of Good Repair - System Replacements - Parapets,2010,263291,X405,0101000020E610000009B18779B47552C087545B2D836B4440,12390,210
78X,HERBERT H. LEHMAN HS - Bronx,DSF0000689643,Safety and Security - Safety and Security - Emergency Lighting and Fire Safety Retrofits,2010,922442,X405,0101000020E610000009B18779B47552C087545B2D836B4440,12390,210
78X,HERBERT H. LEHMAN HS - Bronx,DSF0000709454,State of Good Repair - System Replacements - Windows,2011,1439583,X405,0101000020E610000009B18779B47552C087545B2D836B4440,12390,210
78X,HERBERT H. LEHMAN HS - Bronx,DSF0000777435,Heating Plant Upgrade,2014,1386814,X405,0101000020E610000009B18779B47552C087545B2D836B4440,12390,210
78X,HERBERT H. LEHMAN HS - Bronx,DSF0000798578,Educational Enhancements - Educational Enhancements - Room,2014,556447,X405,0101000020E610000009B18779B47552C087545B2D836B4440,12390,210
78X,HERBERT H. LEHMAN HS - Bronx,DSF0000685640,State of Good Repair - System Replacements - Exterior Masonry,2010,442775,X405,0101000020E610000009B18779B47552C087545B2D836B4440,12390,210
78X,HERBERT H. LEHMAN HS - Bronx,DSF0000622637,Educational Enhancements - Educational Enhancements - School Improvement and,2010,2138452,X405,0101000020E610000009B18779B47552C087545B2D836B4440,12390,210
78X,HERBERT H. LEHMAN HS - Bronx,DSF0000622359,Roofs,2010,10028370,X405,0101000020E610000009B18779B47552C087545B2D836B4440,12390,210
78X,HERBERT H. LEHMAN HS - Bronx,DSF0000620228,State of Good Repair - System Replacements - Electrical Systems,2010,3159555,X405,0101000020E610000009B18779B47552C087545B2D836B4440,12390,210
78Q,HILLCREST HS - Queens,DSF0000732192,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,1821695,Q505,0101000020E6100000AF8D89DD5E7352C0DF6B8505D65A4440,12390,408
78Q,HS FOR ARTS AND BUS. (OL NUTN X) - Queens,DSF0000710114,State of Good Repair - System Replacements - Windows,2011,1194883,Q456,0101000020E61000003BDE70149F7652C0AC501A656B5E4440,12390,404
78M,HS FOR ECONOMICS & FINANCE - Manhattan,DSF0000675835,State of Good Repair - System Replacements - Auditorium Upgrade,2010,181494,M833,0101000020E610000017F24C35CA8052C01C103FF9C95A4440,12390,101
78M,HS OF GRAPHIC COMMUNICATION ARTS - Manhattan,DSF0000687085,State of Good Repair - System Replacements - Roofs,2010,300084,M625,0101000020E61000003F1CA5AC627F52C0AC467D1FC4614440,12390,104
78M,HS OF GRAPHIC COMMUNICATION ARTS - Manhattan,DSF0000609981,State of Good Repair - System Replacements - Exterior Masonry,2010,4509821,M625,0101000020E61000003F1CA5AC627F52C0AC467D1FC4614440,12390,104
78M,HS OF GRAPHIC COMMUNICATION ARTS - Manhattan,DSF0000798168,Educational Enhancements - Educational Enhancements - School Improvement and,2014,91666,M625,0101000020E61000003F1CA5AC627F52C0AC467D1FC4614440,12390,104
78M,HS OF GRAPHIC COMMUNICATION ARTS - Manhattan,DSF0000777271,Educational Enhancements - Educational Enhancements - School Improvement and,2014,2188501,M625,0101000020E61000003F1CA5AC627F52C0AC467D1FC4614440,12390,104
78M,HS OF GRAPHIC COMMUNICATION ARTS - Manhattan,DSF0000775930,Educational Enhancements - Educational Enhancements - Room,2014,568459,M625,0101000020E61000003F1CA5AC627F52C0AC467D1FC4614440,12390,104
78M,HS OF GRAPHIC COMMUNICATION ARTS - Manhattan,DSF0000609980,State of Good Repair - System Replacements - Windows,2010,10960843,M625,0101000020E61000003F1CA5AC627F52C0AC467D1FC4614440,12390,104
78M,HS OF GRAPHIC COMMUNICATION ARTS - Manhattan,DSF0000775846,Educational Enhancements - Educational Enhancements - Room,2013,621863,M625,0101000020E61000003F1CA5AC627F52C0AC467D1FC4614440,12390,104
17,P.S. 6 - Brooklyn,DSF0000665874,State of Good Repair - System Replacements - Exterior Masonry,2011,495487,X006,0101000020E6100000DD0C9B84797852C0BC789DAA9C6B4440,12390,206
78M,HS OF GRAPHIC COMMUNICATION ARTS - Manhattan,DSF0000752391,Educational Enhancements - Educational Enhancements - School Improvement and,2013,1133309,M625,0101000020E61000003F1CA5AC627F52C0AC467D1FC4614440,12390,104
78M,HS OF GRAPHIC COMMUNICATION ARTS - Manhattan,DSF0000731013,Educational Enhancements - Educational Enhancements - Room,2012,1179679,M625,0101000020E61000003F1CA5AC627F52C0AC467D1FC4614440,12390,104
78M,HS OF GRAPHIC COMMUNICATION ARTS - Manhattan,DSF0000688265,Educational Enhancements - Educational Enhancements - Room,2010,717658,M625,0101000020E61000003F1CA5AC627F52C0AC467D1FC4614440,12390,104
78M,HS OF GRAPHIC COMMUNICATION ARTS - Manhattan,DSF0000709437,Educational Enhancements - Educational Enhancements - Room,2011,635003,M625,0101000020E61000003F1CA5AC627F52C0AC467D1FC4614440,12390,104
30,I.S. 10 - Queens,SCA0000020074,State of Good Repair - System Replacements - Exterior Masonry,2014,2192700,Q010,0101000020E610000002BDA266647A52C089292B7C39614440,12390,401
30,I.S. 10 - Queens,DSF0000775683,State of Good Repair - Building Upgrade - Flood Elimination,2014,577603,Q010,0101000020E610000002BDA266647A52C089292B7C39614440,12390,401
30,I.S. 10 - Queens,DSF0000765189,State of Good Repair - System Replacements - Parapets,2014,2994672,Q010,0101000020E610000002BDA266647A52C089292B7C39614440,12390,401
30,I.S. 10 - Queens,DSF0000765188,State of Good Repair - System Replacements - Roofs,2014,1843693,Q010,0101000020E610000002BDA266647A52C089292B7C39614440,12390,401
08,I.S. 101 - Bronx,DSF0000683869,State of Good Repair - System Replacements - Fencing,2011,456127,X101,0101000020E6100000122D4A2B117552C0C4E149D0E0694440,12390,210
02,I.S. 104 - Manhattan,DSF0000718882,State of Good Repair - System Replacements - Auditorium Upgrade,2012,886712,M104,0101000020E6100000A84BDEB0C27E52C08E00FD3E2C5E4440,12390,106
05,I.S. 10 (TANDEM M200) - Manhattan,DSF0000739131,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,1414990,M010,0101000020E61000002B1EDC0CE27B52C0E28AC07E76694440,12390,110
05,I.S. 10 (TANDEM M200) - Manhattan,DSF0000775642,State of Good Repair - System Replacements - Domestic Piping,2014,786036,M010,0101000020E61000002B1EDC0CE27B52C0E28AC07E76694440,12390,110
05,I.S. 10 (TANDEM M200) - Manhattan,DSF0000607188,State of Good Repair - Building Upgrade - Flood Elimination,2010,10087081,M010,0101000020E61000002B1EDC0CE27B52C0E28AC07E76694440,12390,110
11,I.S. 113 - Bronx,DSF0000688509,State of Good Repair - Building Upgrade - Climate Control,2012,1989200,K113,0101000020E610000037D93D9E2C7E52C0179A81CF21584440,12390,302
11,I.S. 113 - Bronx,DSF0000684111,State of Good Repair - System Replacements - Auditorium Upgrade,2010,370198,K113,0101000020E610000037D93D9E2C7E52C0179A81CF21584440,12390,302
11,I.S. 113 - Bronx,DSF0000684103,State of Good Repair - System Replacements - Heating Plant Upgrade,2012,5925940,K113,0101000020E610000037D93D9E2C7E52C0179A81CF21584440,12390,302
11,I.S. 113 - Bronx,DSF0000618720,State of Good Repair - System Replacements - Floors,2010,47084,K113,0101000020E610000037D93D9E2C7E52C0179A81CF21584440,12390,302
13,I.S. 113 - Brooklyn,DSF0000775576,State of Good Repair - System Replacements - Electrical Systems,2014,1144836,K113,0101000020E610000037D93D9E2C7E52C0179A81CF21584440,12390,302
09,I.S. 117 - Bronx,DSF0000749978,State of Good Repair - System Replacements - Roofs,2013,1087507,X117,0101000020E61000001EEF31A92A7A52C038B776CC9E6C4440,12390,205
09,I.S. 117 - Bronx,DSF0000731130,State of Good Repair - System Replacements - Heating Plant Upgrade,2012,26756,X117,0101000020E61000001EEF31A92A7A52C038B776CC9E6C4440,12390,205
09,I.S. 117 - Bronx,SCA0000019633,State of Good Repair - System Replacements - Parapets,2013,3731798,X117,0101000020E61000001EEF31A92A7A52C038B776CC9E6C4440,12390,205
13,I.S. 117 - Brooklyn,DSF0000667546,State of Good Repair - System Replacements - Electrical Systems,2011,1110279,X117,0101000020E61000001EEF31A92A7A52C038B776CC9E6C4440,12390,205
13,I.S. 117 - Brooklyn,DSF0000688141,Educational Enhancements - Educational Enhancements - Room,2010,237963,X117,0101000020E61000001EEF31A92A7A52C038B776CC9E6C4440,12390,205
09,I.S. 117 - Bronx,DSF0000728651,State of Good Repair - Building Upgrade - Flood Elimination,2013,638691,X117,0101000020E61000001EEF31A92A7A52C038B776CC9E6C4440,12390,205
09,I.S. 117 - Bronx,DSF0000749984,Educational Enhancements - Educational Enhancements - School Improvement and,2014,754473,X117,0101000020E61000001EEF31A92A7A52C038B776CC9E6C4440,12390,205
09,I.S. 117 - Bronx,DSF0000749981,State of Good Repair - System Replacements - Exterior Masonry,2013,1944445,X117,0101000020E61000001EEF31A92A7A52C038B776CC9E6C4440,12390,205
10,I.S. 118 - Bronx,DSF0000684216,State of Good Repair - Building Upgrade - Flood Elimination,2010,568251,X118,0101000020E6100000EA8E4D40207952C02F492E929C6C4440,12390,206
03,I.S. 118 - Manhattan,DSF0000688278,State of Good Repair - Building Upgrade - Reinforcing Support Elements,2011,1007710,X118,0101000020E6100000EA8E4D40207952C02F492E929C6C4440,12390,206
10,I.S. 118 - Bronx,DSF0000752425,Code Compliance,2013,365000,X118,0101000020E6100000EA8E4D40207952C02F492E929C6C4440,12390,206
10,I.S. 118 - Bronx,DSF0000684223,State of Good Repair - System Replacements - Fencing,2010,240286,X118,0101000020E6100000EA8E4D40207952C02F492E929C6C4440,12390,206
10,I.S. 118 - Bronx,DSF0000684221,State of Good Repair - System Replacements - Paved Area-Blacktop,2010,694064,X118,0101000020E6100000EA8E4D40207952C02F492E929C6C4440,12390,206
10,I.S. 118 - Bronx,DSF0000618835,Educational Enhancements - Educational Enhancements - Library Upgrades,2010,1313364,X118,0101000020E6100000EA8E4D40207952C02F492E929C6C4440,12390,206
24,I.S. 119 - Queens,DSF0000752849,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2012,168579,Q119,0101000020E6100000219B6328FF7752C0C22314E13C5A4440,12390,405
24,I.S. 125 - Queens,DSF0000677937,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2011,2132847,X125,0101000020E610000044D8D11FE37652C09A4E37C9216A4440,12390,209
08,I.S. 125 - Bronx,DSF0000750114,State of Good Repair - System Replacements - Gymnasium Upgrade,2013,828329,X125,0101000020E610000044D8D11FE37652C09A4E37C9216A4440,12390,209
08,I.S. 125 - Bronx,DSF0000750117,Safety and Security - Safety and Security - Safety Systems,2013,801765,X125,0101000020E610000044D8D11FE37652C09A4E37C9216A4440,12390,209
08,I.S. 125 - Bronx,DSF0000775564,State of Good Repair - System Replacements - Roofs,2013,2826096,X125,0101000020E610000044D8D11FE37652C09A4E37C9216A4440,12390,209
08,I.S. 125 - Bronx,DSF0000775793,Educational Enhancements - Educational Enhancements - Room,2014,450628,X125,0101000020E610000044D8D11FE37652C09A4E37C9216A4440,12390,209
08,I.S. 125 - Bronx,DSF0000684359,State of Good Repair - System Replacements - Paved Area-Concrete,2010,1624046,X125,0101000020E610000044D8D11FE37652C09A4E37C9216A4440,12390,209
08,I.S. 125 - Bronx,DSF0000730943,Educational Enhancements - Educational Enhancements - Room,2011,477258,X125,0101000020E610000044D8D11FE37652C09A4E37C9216A4440,12390,209
08,I.S. 125 - Bronx,DSF0000750104,State of Good Repair - System Replacements - Exterior Masonry,2013,2165063,X125,0101000020E610000044D8D11FE37652C09A4E37C9216A4440,12390,209
08,I.S. 125 - Bronx,DSF0000750103,State of Good Repair - System Replacements - Parapets,2013,2298757,X125,0101000020E610000044D8D11FE37652C09A4E37C9216A4440,12390,209
08,I.S. 125 - Bronx,DSF0000750113,State of Good Repair - System Replacements - Auditorium Upgrade,2013,229993,X125,0101000020E610000044D8D11FE37652C09A4E37C9216A4440,12390,209
11,I.S. 127 - Bronx,DSF0000619006,State of Good Repair - System Replacements - Floors,2010,59219,X127,0101000020E610000034A5A9DC9A7652C0AB19E434516B4440,12390,209
12,I.S. 129 (PAIRED W P234) - Bronx,DSF0000795861,State of Good Repair - System Replacements - Kitchen Areas,2014,338380,X129,0101000020E610000052E8C61CC07852C0A75A3824476C4440,12390,206
12,I.S. 129 (PAIRED W P234) - Bronx,DSF0000795855,State of Good Repair - System Replacements - Heating Plant Upgrade,2014,41095,X129,0101000020E610000052E8C61CC07852C0A75A3824476C4440,12390,206
12,I.S. 129 (PAIRED W P234) - Bronx,DSF0000707391,State of Good Repair - System Replacements - Exterior Masonry,2011,3350659,X129,0101000020E610000052E8C61CC07852C0A75A3824476C4440,12390,206
04,I.S. 13 - Manhattan,DSF0000739182,State of Good Repair - System Replacements - Gymnasium Upgrade,2014,1011908,M013,0101000020E610000031659438B67C52C0CED18B1199654440,12390,111
04,I.S. 13 - Manhattan,DSF0000775536,Educational Enhancements - Educational Enhancements - School Improvement and,2013,52000,M013,0101000020E610000031659438B67C52C0CED18B1199654440,12390,111
04,I.S. 13 - Manhattan,DSF0000798579,Educational Enhancements - Educational Enhancements - School Improvement and,2014,73368,M013,0101000020E610000031659438B67C52C0CED18B1199654440,12390,111
04,I.S. 13 - Manhattan,DSF0000775535,Educational Enhancements - Educational Enhancements - School Improvement and,2013,52000,M013,0101000020E610000031659438B67C52C0CED18B1199654440,12390,111
02,I.S. 131 - Manhattan,DSF0000740431,State of Good Repair - System Replacements - Exterior Masonry,2013,1123974,X131,0101000020E6100000502DA5A6087752C0DE392BC567694440,12390,209
02,I.S. 131 - Manhattan,DSF0000740430,State of Good Repair - System Replacements - Windows,2013,5923377,X131,0101000020E6100000502DA5A6087752C0DE392BC567694440,12390,209
02,I.S. 131 - Manhattan,DSF0000763413,State of Good Repair - System Replacements - Parapets,2013,2085432,X131,0101000020E6100000502DA5A6087752C0DE392BC567694440,12390,209
02,I.S. 131 - Manhattan,DSF0000710273,Educational Enhancements - Educational Enhancements - Room,2011,528767,X131,0101000020E6100000502DA5A6087752C0DE392BC567694440,12390,209
08,I.S. 131 - Bronx,DSF0000688366,State of Good Repair - Building Upgrade - Flood Elimination,2011,288389,X131,0101000020E6100000502DA5A6087752C0DE392BC567694440,12390,209
08,I.S. 131 - Bronx,DSF0000684478,Safety and Security - Safety and Security - Safety Systems,2011,1096928,X131,0101000020E6100000502DA5A6087752C0DE392BC567694440,12390,209
08,I.S. 131 - Bronx,DSF0000684463,State of Good Repair - System Replacements - Exterior Masonry,2011,2714556,X131,0101000020E6100000502DA5A6087752C0DE392BC567694440,12390,209
08,I.S. 131 - Bronx,DSF0000684462,State of Good Repair - System Replacements - Roofs,2011,3741594,X131,0101000020E6100000502DA5A6087752C0DE392BC567694440,12390,209
02,I.S. 131 - Manhattan,DSF0000763412,State of Good Repair - System Replacements - Roofs,2013,1374842,X131,0101000020E6100000502DA5A6087752C0DE392BC567694440,12390,209
11,I.S. 135 - Bronx,DSF0000684530,State of Good Repair - System Replacements - Windows,2011,3426651,X135,0101000020E6100000A80937C0597752C02308A272616E4440,12390,211
11,I.S. 135 - Bronx,DSF0000775795,Educational Enhancements - Educational Enhancements - Room,2013,4362831,X135,0101000020E6100000A80937C0597752C02308A272616E4440,12390,211
11,I.S. 135 - Bronx,DSF0000709508,State of Good Repair - System Replacements - Roofs,2011,2104956,X135,0101000020E6100000A80937C0597752C02308A272616E4440,12390,211
11,I.S. 135 - Bronx,DSF0000684531,State of Good Repair - System Replacements - Exterior Masonry,2011,2607672,X135,0101000020E6100000A80937C0597752C02308A272616E4440,12390,211
15,I.S. 136 - Brooklyn,DSF0000667790,State of Good Repair - System Replacements - Paved Area-Blacktop,2011,1310590,K136,0101000020E61000007ED3A9047D8052C0155438857B534440,12390,307
78M,I.S. 136 - Manhattan,DSF0000698141,State of Good Repair - System Replacements - Roofs,2011,2279203,K136,0101000020E61000007ED3A9047D8052C0155438857B534440,12390,307
78M,I.S. 136 - Manhattan,DSF0000674308,State of Good Repair - System Replacements - Exterior Masonry,2011,7165045,K136,0101000020E61000007ED3A9047D8052C0155438857B534440,12390,307
15,I.S. 136 - Brooklyn,DSF0000601972,State of Good Repair - System Replacements - Toilets-Students,2010,1405945,K136,0101000020E61000007ED3A9047D8052C0155438857B534440,12390,307
